Year,FSCS ID,Town,Library,Mailing Address,Street Address,County,Phone Number,Hours per Week,FY Ends,Population,Hours MLS,ALA MLS,Hours Librarian,FTE Librarians,Hours other,Other Staff,Total Hours,Total FTE,Weekly Volunteer Hrs,Square Feet,Cap. Revenue - Local Taxes,Cap. Revenue - State,Cap. Revenue - Federal, Cap. Revenue - Other ,Total Cap. Revenue , Local Tax , Per Capita Tax ,Other Income, Total Income , State Grant  , Federal Grant , Other Grant , Total Grants , Fee Revenue, Book Expense , E Expense, AV Expense,Total Media Expense , Per Capita Expense, Salaries , Employee Benefits , Total Staff Expense , Other Expense , Total Operating Expense , PC Total Expense ,Grant Expense, Capital Expense ,Adult Books,Juvenile Books,Books,Per Capita Books,E Books,Adult Video,Juvenile Video,Video,Adult Audio,Juvenile Audio,Audio,Total Holdings,Adult Subscriptions,Juvenile Subscriptions,Subscriptions,Databases,E serials,Adult Borrowers,Juvenile Borrowers,Borrowers,% of population who borrow,Visits,Per Capita Visits,Reference Trans.,Per Capita Reference Trans.,Adult Circulation,Juvinile Circulation,Total Circulation,Per Capita Circulation,Collection Turnover,Library Loans Out,Library Loans In,Adult Programs,Juvenile Programs,Young Adult Programs,Total Programs,Adult Prog. Attend.,Juvenile Prog. Attend.,Young Adult Prog. Attend.,Total Program Attendance,Per Capita Prog. Attend.,Home Deliveries,Day Care Deliveries,Other Deliveries,Number of Computers,Public Computers,Computer Trained,Computer Users per Week,Wireless Users per Week,Internet Type,filtered?,Name of filtering program,Meets Standards?,Library Type,Automated?,Automation Vendor,Location 1,ZIP+4,Web address,City
2011-2012,VT0097,MONTGOMERY,Montgomery Town,PO Box 448 ,86 Mountain Rd.,Franklin,(802) 326-3113,24.84615385,12/31/2011,854,0,0,22,0.55,0,0,22,0.55,26,1330,$0.00,$0.00,$0.00,$0.00,$0.00,$11948.00,$13.99,$10027.00,$21975.00,$100.00,$50.00,$1800.00,$1950.00,N/A,N/A,N/A,N/A,$3416.00,$4.00,$11404.00,$872.00,$12276.00,$6480.00,$22172.00,$25.96,$2326.00,$0 ,5525,2730,8255,9.67,0,635,123,758,577,43,620,9633,3,1,4,25,0,N/A,N/A,554,64.87%,6760,7.92,624,0.73,4358,1677,6035,7.07,0.63%,4,204,23,28,5,56,N/A,N/A,N/A,1397,1.64,3,0,4,7,5,51,50,22,high speed,No,n/a,y-86,Municipal,No,n/a,"86 Mountain Rd.
Montgomery Center, VT 05471
(44.87860432800045, -72.60734208999963)",448,http://www.montgomeryvt.us/library.htm ,Montgomery Center
2011-2012,VT0057,FAIR HAVEN,Fair Haven Free,107 Main St.,107 Main St.,Rutland,(802) 265-8011,28,06/30/2012,2766,0,0,28,0.7,24,0.6,52,1.3,48,3400,$0.00,$0.00,$0.00,$0.00,$0.00,$64000.00,$23.14,$2114.00,$66249.00,$100.00,$132.00,$0.00,$232.00,$135.00,$12753.00,$960.00,$905.00,$14618.00,$5.28,$31916.00,$1911.00,$33827.00,$16592.00,$65037.00,$23.51,$0.00,$0 ,10176,7257,17433,6.3,0,266,304,570,433,126,559,18562,46,19,65,25,0,1117,296,1413,51.08%,12116,4.38,9256,3.35,12178,5058,17236,6.23,0.93%,57,261,20,46,N/A,66,364,1374,N/A,1738,0.63,4,4,4,7,5,21,42,15,high speed,No,N/A,y-98,Municipal,No,N/A,"107 Main St.
Fair Haven, VT 05743
(43.594225768000456, -73.26550410299967)",1132,fairhavenfree.org,Fair Haven
2011-2012,VT0048,DERBY,Dailey Memorial,101 Junior High Dr.,101 Junior High Dr.,Orleans,(802) 766-5063,35,10/31/2012,3737,0,0,25,0.625,40,1,65,1.625,22,2400,$0.00,$0.00,$0.00,$10960.00,$10960.00,$30200.00,$8.08,$33742.00,$63942.00,$100.00,$19756.00,$4500.00,$24356.00,N/A,$9053.00,$1059.00,$1000.00,$11112.00,$2.97,N/A,N/A,$41445.00,$17102.00,$69659.00,$18.64,$0.00,"$5,960 ",N/A,N/A,11629,3.11,0,N/A,N/A,801,N/A,N/A,183,12613,25,0,25,25,0,N/A,N/A,825,22.08%,12376,3.31,6032,1.61,10659,3668,14327,3.83,1.14%,110,206,1,56,0,57,20,1114,0,1134,0.3,N/A,N/A,N/A,9,5,3,54,5,high speed,No,N/A,y-86,Incorporated,Yes,LibraryWorld,"101 Junior High Dr.
Derby, VT 05829
(44.94895233300048, -72.13224817399964)",30,daileymemoriallibrary.org,Derby
2011-2012,VT0165,VERNON,Vernon Free,567 Governor Hunt Rd.,567 Governor Hunt Rd.,Windham,(802) 257-0150,29.73076923,06/30/2012,2248,0,0,59,1.4625,16,0.3875,74,1.85,8,2858,$0.00,$0.00,$0.00,$0.00,$0.00,$124754.00,$55.50,$1085.00,$125839.00,$100.00,$55.00,$0.00,$155.00,$0.00,$16732.00,$319.00,$2168.00,$19219.00,$8.55,$70034.00,$21620.00,$91654.00,$13960.00,$124833.00,$55.53,$100.00,$0 ,9246,7173,16419,7.3,0,407,260,667,350,107,457,17543,47,1,48,27,0,868,241,1109,49.33%,8216,3.65,780,0.35,N/A,N/A,14105,6.27,0.8%,15,114,52,51,5,108,244,1139,42,1425,0.63,0,11,24,9,6,52,16,6,high speed,No,N/A,y-86,Municipal,Yes,Sagebrush/InfoCentre,"567 Governor Hunt Rd.
Vernon, VT 05354
(42.780165774000466, -72.52158846799966)",9484,http://vernonfreelibrary.org,Vernon
2011-2012,VT0154,SWANTON,Swanton Public,1 First St.,1 First St.,Franklin,(802) 868-7656,36,12/31/2011,6427,0,0,30,0.75,73,1.825,103,2.575,0,5000,$0.00,$0.00,$0.00,$0.00,$0.00,$104000.00,$16.18,$17540.00,$121540.00,$100.00,$171.00,$0.00,$271.00,N/A,N/A,N/A,N/A,$12500.00,$1.94,$60250.00,$4700.00,$64950.00,$51750.00,$129200.00,$20.10,$171.00,$0 ,N/A,N/A,21500,3.35,0,198,190,388,235,60,295,22183,38,8,46,24,0,459,130,589,9.16%,12584,1.96,2860,0.44,6260,3680,9940,1.55,0.45%,116,144,63,65,4,132,N/A,N/A,N/A,659,0.1,3,2,0,6,6,9,206,N/A,high speed,No,N/A,y-86,Municipal,No,N/A,"1 First St.
Swanton, VT 05488
(44.918319864000466, -73.12434535199964)",1204,http://swantonlibrary.org,Swanton
2011-2012,VT0083,LINCOLN,Lincoln,222 West River Rd.,222 West River Rd.,Addison,(802) 453-2665,28,12/31/2011,1164,0,0,30,0.75,16,0.4,46,1.15,28,3800,$0.00,$0.00,$0.00,$0.00,$0.00,$36500.00,$31.36,$9825.00,$46325.00,$100.00,$57.00,$2265.00,$2422.00,N/A,$3928.00,$378.00,$139.00,$4445.00,$3.82,$38808.00,$2995.00,$41803.00,$16019.00,$62267.00,$53.49,$0.00,$0 ,10578,7740,18318,15.74,0,1083,263,1346,840,48,888,20552,37,2,39,25,0,731,154,885,76.03%,11440,9.83,1300,1.12,N/A,N/A,16459,14.14,0.8%,49,279,295,92,15,402,1271,1771,122,3164,2.72,312,100,6,10,6,12,41,7,high speed,No,N/A,y-86,Incorporated,Yes,Library World,"222 West River Rd.
Lincoln, VT 05443
(44.10821697300048, -72.99996083099967)",9637,www.lincolnlibraryvt.com,Lincoln
2011-2012,VT0175,WEATHERSFIELD,Weathersfield Proctor,PO Box 519,5181 Rte. 5,Windsor,(802) 674-2863,22,06/30/2012,2829,0,0,30,0.75,8,0.2,38,0.95,11,856,$2400.00,$0.00,$0.00,$24274.00,$26674.00,$67713.00,$23.94,$400.00,$68113.00,$100.00,$50.00,$0.00,$150.00,N/A,$4588.00,$350.00,$2224.00,$7162.00,$2.53,$29656.00,$13502.00,$43158.00,$17505.00,$67825.00,$23.97,$2500.00,"$2,400 ",3925,3144,7069,2.5,0,586,54,640,388,169,557,8266,12,3,15,25,0,N/A,N/A,524,18.52%,4576,1.62,780,0.28,4041,2547,6588,2.33,0.8%,14,314,30,13,1,44,154,196,1,351,0.12,0,22,0,5,3,22,18,5,high speed,No,N/A,y-86,Municipal,Yes,Alexandria,"5181 Rte. 5
Ascutney, VT 05030
(43.407071386000496, -72.40751324699966)",519,http://weathersfieldproctorlibrary.org,Ascutney
2011-2012,VT0049,DERBY LINE,Haskell Free,PO Box 337,93 Caswell Ave.,Orleans,(802) 873-3022,33,11/30/2011,2457,0,0,34,0.8375,103,2.575,137,3.4125,11,2100,$20000.00,$0.00,$0.00,$0.00,$20000.00,$16000.00,$6.51,$82137.00,$98137.00,$0.00,$8011.00,$6434.00,$14445.00,$0.00,$19573.00,$1027.00,$4321.00,$24921.00,$10.14,$99299.00,$13873.00,$113172.00,$122618.00,$260711.00,$106.11,$3073.00,"$15,000 ",N/A,N/A,20000,8.14,0,N/A,N/A,1897,450,149,599,22496,0,0,74,25,0,N/A,N/A,1583,64.43%,18044,7.34,2236,0.91,N/A,N/A,39345,16.01,1.75%,168,336,16,81,0,97,106,476,0,582,0.24,0,4,26,9,3,0,34,27,high speed,No,N/A,y-86,Incorporated,Yes,Sirsi Dynix Symphony,"93 Caswell Ave.
Derby Line, VT 05830
(45.00556711000047, -72.09766222999963)",337,http://haskellopera.com,Derby Line
2011-2012,VT0092,MIDDLEBURY,Ilsley Public,75 Main St.,75 Main Street,Addison,(802) 388-4095,50.19230769,06/30/2012,8482,120,3,130,3.25,179,4.475,309,7.725,36,14700,$29250.00,$0.00,$0.00,$0.00,$29250.00,$521058.00,$61.43,$12010.00,$556308.00,$2700.00,$1384.00,$250.00,$4334.00,$23240.00,$56363.00,$4096.00,$28847.00,$89306.00,$10.53,$310337.00,$105591.00,$415928.00,$80480.00,$585714.00,$69.05,$4334.00,"$25,250 ",45977,21118,67095,7.91,1108,6645,1946,8591,3706,959,4665,80351,99,13,112,26,0,N/A,N/A,4688,55.27%,219284,25.85,5512,0.65,101467,81772,183239,21.6,2.28%,976,434,99,552,20,671,1580,16745,100,18425,2.17,10,85,0,40,24,3900,612,70,high speed,No,Cybrarian,y-86,Municipal,Yes,"Integrated Interfaces, Inc.","75 Main Street
Middlebury, VT 05753
(44.01248233300049, -73.16929112699967)",1461,www.ilsleypubliclibrary.org,Middlebury
2011-2012,VT0132,RUPERT,R.K. Kittay Public,PO Box 53,2827 Rte. 153,Bennington,(802) 394-2444,14.07692308,12/31/2011,806,0,0,10,0.25,8,0.2,18,0.45,12,750,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00,$0.74,$22026.00,$22626.00,$0.00,$0.00,$0.00,$0.00,N/A,$1869.00,$1002.00,$485.00,$3356.00,$4.16,$10131.00,$822.00,$10953.00,$7312.00,$21621.00,$26.83,$0.00,$0 ,4500,1500,6000,7.44,0,350,100,450,360,100,460,6910,5,0,5,0,0,297,195,492,61.04%,416,0.52,104,0.13,1248,907,2155,2.67,0.31%,0,10,4,6,0,10,100,40,0,140,0.17,0,0,0,2,1,0,2,3,high speed,Children Only,unknown,no,Municipal,No,NA,"2827 Rte. 153
W. Rupert, VT 05776
(43.258653024000466, -73.22454857099967)",53,rupertkittaylibrary.org,W. Rupert
2011-2012,VT0208,DUMMERSTON,Lydia Taft Pratt,PO Box 70,150 West St.,Windham,(802) 258-9878,11.5,06/30/2012,1993,0,0,12,0.3,0,0,12,0.3,9,784,$0.00,$0.00,$0.00,$0.00,$0.00,$7000.00,$3.51,$6230.00,$13230.00,$0.00,$105.00,$0.00,$105.00,N/A,N/A,N/A,N/A,$3326.00,$1.67,$8687.00,$665.00,$9352.00,$5078.00,$17756.00,$8.91,$0.00,$0 ,N/A,N/A,3985,2,0,N/A,N/A,88,N/A,N/A,98,4171,0,0,0,0,0,N/A,N/A,643,32.26%,2496,1.25,0,0,1244,878,2122,1.06,0.51%,1,136,35,56,2,93,375,184,0,559,0.28,0,0,21,2,2,0,0,N/A,high speed,No,N/A,y-86,Municipal,No,N/A,"150 West St.
West Dummerston, VT 05357
(42.92804654200046, -72.61341863499968)",70,dummerstonpl@vals.state.vt.us,West Dummerston
2011-2012,VT0062,GRAFTON,Grafton Public,PO Box 129,204 Main St.,Windham,(802) 843-2404,30,06/30/2012,499,0,0,30,0.75,4,0.1,34,0.85,20,2700,$0.00,$0.00,$0.00,$0.00,$0.00,$1300.00,$2.61,$14439.00,$15739.00,$100.00,$55.00,$800.00,$955.00,N/A,$6446.00,$50.00,$728.00,$7224.00,$14.48,$24019.00,$1976.00,$25995.00,$9871.00,$43090.00,$86.35,$730.00,$0 ,5399,2300,7699,15.43,0,685,242,927,339,19,358,8984,17,0,17,25,0,1101,175,1276,255.71%,6032,12.09,1040,2.08,4604,2168,6772,13.57,0.75%,4,123,61,18,0,79,542,257,0,799,1.6,10,0,0,3,2,5,5,5,high speed,No,N/A,y-86,Municipal,No,N/A,"204 Main St.
Grafton, VT 05146
(43.17187370400046, -72.60714429299964)",129,www.graftonpubliclibrary.org,Grafton
2011-2012,VT0127,RICHMOND,Richmond Free,P.O. Box 997,201 Bridge St.,Chittenden,(802) 434-3036,38.46153846,06/30/2012,4091,32,0.8,48,1.2,66,1.65,114,2.85,18,5000,$0.00,$0.00,$0.00,$0.00,$0.00,$161283.00,$39.42,$2025.00,$164638.00,$100.00,$248.00,$0.00,$348.00,$1330.00,N/A,N/A,N/A,$12399.00,$3.03,$99140.00,$20453.00,$119593.00,$28799.00,$160791.00,$39.30,$0.00,$0 ,14340,9344,23684,5.79,1604,1097,297,1394,1469,397,1866,26944,70,5,75,24,0,2560,257,2817,68.86%,0,0,1820,0.44,20236,17395,37631,9.2,1.4%,275,480,82,127,0,209,932,893,0,1825,0.45,0,34,5,10,5,51,42,N/A,high speed,No,n/a,y-86,Municipal,Yes,KOHA,"201 Bridge St.
Richmond, VT 05477
(44.40322733700049, -72.99505855899963)",9908,www.richmondfreelibraryvt.org,Richmond
2011-2012,VT0161,TUNBRIDGE,Tunbridge Public,PO Box 9,289 VT Rte. 110,Orange,(802) 889-9404,21.11538462,06/30/2012,1183,0,0,24,0.6,27,0.6625,51,1.2625,86,2500,$0.00,$0.00,$0.00,$0.00,$0.00,$47563.00,$40.21,$9714.00,$57277.00,$0.00,$103.00,$0.00,$103.00,$0.00,N/A,N/A,N/A,$3299.00,$2.79,$46714.00,$9846.00,$56560.00,$9970.00,$69829.00,$59.03,$0.00,$0 ,N/A,N/A,9024,7.63,0,392,390,782,213,260,473,10279,24,3,27,24,0,N/A,N/A,510,43.11%,10556,8.92,0,0,N/A,N/A,8138,6.88,0.79%,83,174,26,37,0,63,1024,825,N/A,1849,1.56,N/A,N/A,N/A,5,5,16,29,53,high speed,No,N/A,y-98,Municipal,Yes,KOHA,"289 VT Rte. 110
Tunbridge, VT 05077
(43.889650771000504, -72.49225538199966)",9,www.tunbridgelibrary.org,Tunbridge
2011-2012,VT0011,BARRE,Aldrich Public,6 Washington St.,6 Washington St.,Washington,(802) 476-7550,53.30769231,06/30/2012,16977,20,0.5,230,5.75,81,2.025,311,7.775,53,20000,$0.00,$0.00,$0.00,$0.00,$0.00,$210500.00,$12.40,$95923.00,$308540.00,$0.00,$2285.00,$19100.00,$21385.00,$2117.00,$29420.00,$3290.00,$2729.00,$35439.00,$2.09,$190117.00,$19913.00,$210030.00,$118499.00,$363968.00,$21.44,$19100.00,"$66,398 ",31207,17493,48700,2.87,0,3152,463,3615,1665,467,2132,54447,87,6,93,25,0,6764,2101,8865,52.22%,156000,9.19,44200,2.6,70978,30323,101301,5.97,1.86%,2223,800,172,77,171,420,1420,1962,1256,4638,0.27,1560,0,0,43,29,55,980,N/A,high speed,No,N/A,y-98,Incorporated,Yes,Follett-Destiny,"6 Washington St.
Barre, VT 05641
(44.197215876000485, -72.50097974199963)",4227,www.aldrich.lib.vt.us,Barre
2011-2012,VT0095,MILTON,Milton Public,39 Bombardier Rd.,39 Bombardier Rd.,Chittenden,(802) 893-4644,53,06/30/2012,10275,40,1,80,2,42,1.0375,122,3.0375,55,5000,$0.00,$0.00,$0.00,$0.00,$0.00,$221193.00,$21.53,$1000.00,$222193.00,$0.00,$201.00,$900.00,$1101.00,N/A,$25084.00,$1763.00,$11375.00,$38222.00,$3.72,$110096.00,$42626.00,$152722.00,$32004.00,$222948.00,$21.70,$0.00,$0 ,18234,23125,41359,4.03,1604,1340,1183,2523,1684,569,2253,46135,17,4,21,25,0,N/A,N/A,4121,40.11%,38740,3.77,0,0,N/A,N/A,67722,6.59,1.47%,325,322,51,297,60,408,404,6015,524,6943,0.68,0,18,0,18,8,N/A,155,N/A,high speed,Children Only,Content Protect,y-86,Municipal,Yes,Koha,"39 Bombardier Rd.
Milton, VT 05468
(44.61967226200045, -73.12415920099966)",3205,www.miltonlibraryvt.org,Milton
2011-2012,VT0015,"BENNINGTON, NORTH",J. G. McCullough Free,PO Box 339 ,2 Main St.,Bennington,(802) 447-7121,28,12/31/2011,3036,30,0.75,45,1.125,30,0.75,75,1.875,8,5512,$0.00,$0.00,$0.00,$0.00,$0.00,$28750.00,$9.47,$15863.00,$44613.00,$236.00,$73.00,$2140.00,$2449.00,N/A,$9505.00,$1267.00,$1545.00,$12317.00,$4.06,$66377.00,$5616.00,$71993.00,$15522.00,$99832.00,$32.89,$3694.00,$0 ,14780,9201,23981,7.9,0,840,476,1316,N/A,N/A,569,25866,40,2,42,27,0,2873,750,3623,119.35%,8060,2.66,208,0.07,17954,3789,21743,7.16,0.84%,25,318,16,31,0,47,294,483,0,777,0.26,23,0,23,8,4,N/A,55,30,high speed,Children Only,AVG,y-98,Incorporated,Yes,Mandarin,"2 Main St.
North Bennington, VT 05257
(42.92894538100046, -73.24249119199965)",339,www.mccullough.lib.vt.us ,North Bennington
2011-2012,VT0159,TOWNSHEND,Townshend Public,PO Box 252,1971 Rte. 30,Windham,(802) 365-4039,21.23076923,06/30/2012,1207,0,0,20,0.5,12,0.3,32,0.8,19,2700,$0.00,$0.00,$0.00,$0.00,$0.00,$38806.00,$32.15,$14983.00,$53789.00,$100.00,$55.00,$0.00,$155.00,N/A,N/A,N/A,N/A,$12018.00,$9.96,$24897.00,$2315.00,$27212.00,$14560.00,$53790.00,$44.57,$0.00,$0 ,N/A,N/A,12315,10.2,0,N/A,N/A,775,N/A,N/A,405,13495,17,1,18,25,0,598,140,738,61.14%,5668,4.7,1404,1.16,N/A,N/A,9258,7.67,0.69%,23,243,11,27,0,38,211,174,0,385,0.32,16,0,0,8,5,N/A,25,N/A,high speed,No,n/a,y-86,Municipal,Yes,Library World,"1971 Rte. 30
Townshend, VT 05353
(43.04530769900049, -72.66682313799964)",252,www.townshendlibrary.org,Townshend
2011-2012,VT0008,BARNARD,Charles B. Danforth,PO Box 204,6208 VT Rte. 12,Windsor,(802) 234-9408,2,06/30/2012,1129,0,0,1,0.025,0,0,1,0.025,4,1100,$15000.00,$0.00,$0.00,$0.00,$15000.00,$8500.00,$7.53,$476.00,$8976.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,$67.00,$20.00,$127.00,$0.11,$800.00,$0.00,$800.00,$5050.00,$5977.00,$5.29,$0.00,"$8,970 ",5000,1900,6900,6.11,0,45,40,85,N/A,N/A,115,7100,3,0,3,23,0,155,26,181,16.03%,208,0.18,0,0,66,36,102,0.09,0.01%,0,0,12,0,0,12,92,0,0,92,0.08,0,0,0,1,1,0,0,N/A,high speed,No,N/A,no app.,Municipal,No,N/A,"6208 VT Rte. 12
Barnard, VT 05031
(43.729065240000466, -72.61981468499965)",204,N/A,Barnard
